a,a,a,a,a
0.007305145,1.318359375,2,2,1.026000977
0.016433716,1.38671875,0.666666667,2,1.035003662
0.002883911,1.201171875,1.333333333,2,0.959991455
0.00737381,1.545898438,0.666666667,2,0.959014893
0.006961823,1.715820313,0.666666667,2,0.970993042
0.007488251,1.208984375,2,2,0.973999023
0.005016327,1.38671875,2,2,0.95401001
0.002483368,1.38671875,1.333333333,2,1.018997192
0.01210022,1.786132813,0.666666667,1,0.986000061
0.013679504,1.54296875,2,2,0.946990967
2,2,2,2,2
0.016265869,1.38671875,0.666666667,1,1.022994995
0.011154175,1.405273438,2,1,0.946014404
0.016540527,1.38671875,2,2,1.053985596
0.002952576,1.711914063,1.333333333,2,0.941986084
0.003660202,1.76171875,2,2,1.050994873
0.013038635,1.966796875,2,2,0.954986572
0.012138367,1.405273438,1.333333333,2,0.98500061
0.012458801,1.38671875,2,2,1.013000488
0.007843018,1.318359375,2,2,0.949005127
0.026245117,1.38671875,2,2,1.162963867
0.015350342,1.966796875,1.333333333,2,0.958007813
0.007759094,1.387695313,2,1,0.983001709
0.010040283,1.38671875,2,2,1.016998291
0.007160187,0,0,2,0.967987061
0.007606506,1.38671875,1.333333333,1,0.935974121
0.01108551,1.516601563,0.666666667,1,0.988998413
0.012016296,1.883789063,0.666666667,1,1.013999939
0.008087158,1.501953125,0.666666667,1,0.983001709
0.01071167,2,1.333333333,1,1.114013672
0.010650635,2,2,0,1.126953125
0.008644104,1.375976563,0.666666667,1,1.006999969
0.006790161,1.883789063,1.333333333,1,1.049987793
0.013092041,1.685546875,1.333333333,1,1.083984375
0.008033752,1.685546875,0.666666667,2,1.058990479
0.00919342,1.4765625,2,1,1.131958008
0.010559082,1.641601563,0.666666667,1,1.07598877
0.016067505,1.666992188,1.333333333,1,1.068969727
0.01096344,1.8671875,1.333333333,0,1.101013184
0.013031006,1.767578125,0.666666667,1,1.059997559
0.009506226,1.500976563,0.666666667,1,0.945007324
0.013458252,1.883789063,0.666666667,1,0.957000732
0.008331299,1.671875,1.333333333,1,1.098999023
0.011497498,1.500976563,0.666666667,1,0.932006836
0.01184082,1.883789063,0.666666667,1,0.946990967
0.012168884,1.71484375,0.666666667,1,0.955993652
0.015426636,0,0.666666667,2,0.966003418
0.018112183,1.705078125,0.666666667,1,1.008003235
0.009803772,1.883789063,0.666666667,1,0.959014893
0.008003235,2,1.333333333,1,1.117004395
0.013008118,0,1.333333333,1,1.224975586
0.007423401,1.435546875,0.666666667,1,1.062011719
0.009017944,2,1.333333333,0,1.144042969
0.010681152,1.46484375,0.666666667,2,1.08001709
0.010429382,0,0.666666667,1,0.963012695
0.005241394,1.6640625,0.666666667,1,1.035003662
0.006576538,1.686523438,0.666666667,0,1.006000519
0.010269165,1.572265625,1.333333333,1,1.088989258
0.013511658,1.293945313,0.666666667,1,1.049987793
0.017150879,1.71484375,0.666666667,2,1.045013428
0.008132935,1.883789063,0.666666667,1,0.960998535
0.016464233,1.515625,2,1,1.16796875
0.016174316,1.0859375,0.666666667,1,1.04800415
0.007160187,2,0.666666667,1,0.994998932
0.01121521,1.413085938,0.666666667,1,1.010002136
0.013450623,1.813476563,1.333333333,0,1.112976074
0.008705139,1.435546875,0.666666667,1,0.957000732
0.012893677,1.375976563,0.666666667,1,0.95401001
0.006477356,1.501953125,0.666666667,2,0.960998535
0.009002686,1.58984375,0.666666667,1,1.020004272
0.008705139,1.73046875,1.333333333,1,1.036010742
0.012260437,1.813476563,1.333333333,1,1.096008301
0.006904602,1.280273438,0.666666667,2,0.960998535
0.014221191,2,0.666666667,1,1.055999756
0.016159058,1.916992188,2,1,1.161010742
0.008720398,1.375976563,1.333333333,1,1.083984375
0.014709473,1.772460938,0.666666667,1,1.050994873
0.015228271,1.673828125,2,1,1.181030273
0.010726929,2,0.666666667,1,1.040008545
0.00793457,1.627929688,1.333333333,1,1.062011719
0.017715454,1.641601563,1.333333333,2,1.244995117
0.013237,2,0.666666667,1,1.04699707
0.00749588,2,0.666666667,1,1.036010742
0.006706238,1.666992188,0.666666667,1,0.995998383
0.015991211,1.698242188,2,1,1.117004395
0.00819397,1.7734375,1.333333333,1,1.062011719
0.006637573,1.434570313,0.666666667,1,0.988998413
0.012588501,1.390625,2,1,1.145019531
0.008010864,1.916992188,0.666666667,1,0.98500061
0.009567261,1.752929688,0.666666667,1,1.062988281
0.011329651,1.625976563,1.333333333,1,1.145019531
0.012260437,0,1.333333333,0,1.128051758
0.005386353,1.572265625,0.666666667,1,1.031005859
0.01940918,1.576171875,2,1,1.209960938
0.008262634,1.448242188,0.666666667,1,1.029998779
0.014701843,2,1.333333333,1,1.005001068
0.011688232,1.73046875,0.666666667,1,1.033996582
0.012260437,1.639648438,0.666666667,1,0.987998962
0.012870789,1.485351563,1.333333333,1,1.061004639
0.011329651,2,1.333333333,0,1.04901123
0.009941101,1.500976563,0.666666667,1,0.967010498
0.013504028,1.813476563,2,1,1.130004883
0.004051208,1.375976563,1.333333333,1,1.106994629
0.011253357,1.673828125,2,1,1.151977539
0.009078979,1.646484375,2,1,1.135986328
0.013847351,1.767578125,0.666666667,1,0.989997864
0.006217957,2,0.666666667,1,1.022003174
0.004238129,1.883789063,1.333333333,1,1.032012939
0.023956299,1.419921875,2,2,1.188964844
0.016021729,1.666992188,0.666666667,1,1.005001068
0.016265869,1.38671875,0.666666667,1,1.022994995
2,2,2,2,2
0.013542175,1.58984375,0.666666667,2,0.989997864
0.015556335,2,0.666666667,1,0.994998932
0.004379272,1.711914063,1.333333333,1,1.070983887
0.004085541,1.657226563,0.666666667,1,1.04699707
0.012413025,1.2265625,0.666666667,1,1.018997192
0.008209229,1.58984375,1.333333333,1,1.032989502
0.008934021,2,0.666666667,1,1.04800415
0.009529114,1.500976563,0.666666667,1,1.055999756
0.013870239,2,0.666666667,1,1.026000977
0.013473511,1.4765625,1.333333333,1,1.130981445
0.012901306,1.84765625,0.666666667,0,1.057006836
0.014404297,2,0.666666667,1,0.986000061
0.008850098,0,1.333333333,1,1.135009766
0.011451721,1.638671875,1.333333333,2,1.035003662
0.012542725,1.912109375,2,1,1.062011719
0.017272949,1.704101563,2,1,1.080993652
0.006889343,1.451171875,2,1,0.979003906
0.013298035,1.58984375,1.333333333,1,1.013999939
0.012191772,1.58984375,0.666666667,0,1.032989502
0.008422852,1.477539063,2,1,0.908996582
0.018035889,1.704101563,1.333333333,1,1.218994141
0.012840271,1.797851563,1.333333333,1,1.013999939
0.00856781,1.670898438,2,2,1.085998535
0.009674072,1.467773438,0.666666667,1,0.979995728
0.008590698,1.797851563,2,1,1.001000404
0.015457153,1.922851563,1.333333333,1,1.101989746
0.013130188,1.643554688,1.333333333,0,1.077026367
0.006816864,1.498046875,2,1,1.033996582
0.012237549,1.912109375,2,1,1.145996094
0.010269165,1.704101563,2,1,1.117004395
0.017150879,1.723632813,1.333333333,1,1.12097168
0.028701782,1.912109375,2,1,1.128051758
0.014770508,1.704101563,2,1,1.12298584
0.01084137,1.912109375,2,1,1.145996094
0.015174866,0,2,2,1.161987305
0.012130737,1.6953125,2,1,1.112976074
0.008323669,1.704101563,2,1,1.139038086
0.020645142,1.58984375,1.333333333,1,1.029006958
0.009986877,0,0,1,0.987998962
0.008926392,1.610351563,2,1,0.955993652
0.009719849,1.58984375,1.333333333,0,1.078979492
0.014541626,1.366210938,2,2,0.986999512
0.006851196,0,2,1,0.964996338
0.011451721,1.844726563,2,1,1.024002075
0.007209778,1.686523438,2,0,0.990997314
0.027511597,1.912109375,1.333333333,1,1.049987793
0.010375977,1.462890625,2,1,0.95401001
0.476318359,1.912109375,2,2,1.546875
0.011108398,1.704101563,2,1,0.950012207
0.017669678,1.521484375,0.666666667,1,0.966003418
0.011184692,1.444335938,2,1,0.95401001
0.004760742,1.58984375,2,1,1.037994385
0.009750366,1.397460938,2,1,1.036010742
0.013465881,1.71484375,1.333333333,0,1.061004639
0.006885529,1.313476563,2,1,1.039001465
0.011054993,1.477539063,2,1,0.959991455
0.011253357,1.451171875,2,2,1.036010742
0.042388916,2,2,1,1.032012939
0.007804871,1.717773438,1.333333333,1,1.119995117
0.016159058,1.71484375,1.333333333,1,1.085021973
0.005710602,1.37109375,2,2,1.036987305
0.014976501,1.58984375,2,1,0.95098877
0.024597168,1.603515625,0.666666667,1,0.98500061
0.006084442,1.477539063,1.333333333,1,0.940002441
0.007259369,1.498046875,2,1,0.987998962
0.011657715,1.772460938,0.666666667,1,0.994998932
0.007198334,1.58984375,2,1,0.947998047
0.01259613,1.708007813,1.333333333,1,1.032989502
0.018356323,1.797851563,1.333333333,2,0.963989258
0.010169983,1.58984375,2,1,1.009002686
0.008743286,1.58984375,2,1,0.975997925
0.01902771,1.922851563,2,1,1.16003418
0.017807007,1.82421875,0.666666667,1,1.024002075
0.008804321,1.610351563,1.333333333,1,1.061004639
0.014877319,1.524414063,2,1,0.964996338
0.008087158,1.58984375,0.666666667,1,0.993999481
0.007919312,1.603515625,2,1,0.989997864
0.007835388,1.747070313,2,1,0.954986572
0.007659912,1.626953125,0,1,1.018997192
0.010475159,0,1.333333333,0,0.972000122
0.012031555,1.912109375,2,1,0.989997864
0.017883301,1.6328125,0.666666667,1,0.998999596
0.010475159,1.58984375,2,1,1.049987793
0.012916565,1.58984375,1.333333333,1,0.975997925
0.011352539,1.783203125,2,1,1.008003235
0.009094238,1.7890625,2,1,0.946990967
0.017654419,1.405273438,1.333333333,1,1.058990479
0.007343292,1.58984375,1.333333333,0,0.997999191
0.014541626,1.912109375,2,1,1.012001038
0.011985779,1.71484375,0.666666667,1,0.944000244
0.008453369,1.477539063,1.333333333,1,0.993999481
0.012115479,1.772460938,0.666666667,1,0.957000732
0.017471313,1.725585938,0.666666667,1,1.055999756
0.010055542,1.498046875,2,1,1.086975098
0.005039215,1.58984375,2,1,0.981002808
0.011154175,1.704101563,1.333333333,1,0.972000122
0.012779236,1.276367188,0.666666667,2,1.055999756
0.020584106,1.922851563,2,1,1.104003906
0.011154175,1.405273438,2,1,0.946014404
0.013542175,1.58984375,0.666666667,2,0.989997864
2,2,2,2,2
0.012031555,1.58984375,2,1,0.967010498
0.013183594,1.5859375,1.333333333,1,1.036010742
0.001970291,1.674804688,2,1,0.977996826
0.013999939,1.797851563,2,1,1.013000488
0.012786865,2,1.333333333,1,0.975997925
0.008262634,1.58984375,2,1,0.957000732
0.015731812,1.912109375,2,1,1.033996582
0.007389069,1.58984375,2,1,0.932983398
0.009078979,1.467773438,1.333333333,1,1.029006958
0.010353088,1.610351563,2,0,0.973999023
0.008750916,1.58984375,2,1,0.98399353
0.021606445,0,0,1,0.997999191
0.026199341,1.6328125,1.333333333,2,1.176025391
0.01020813,1.516601563,2,2,1.101989746
0.013069153,1.883789063,2,2,0.993000031
0.008895874,1.501953125,2,2,1.085021973
0.011451721,2,1.333333333,2,1.145996094
0.014656067,2,0.666666667,1,1.058013916
0.010528564,1.375976563,2,2,1.12298584
0.004558563,1.883789063,1.333333333,2,0.938995361
0.107116699,1.685546875,1.333333333,2,1.04699707
0.008468628,1.685546875,2,1,1.09197998
0.009422302,1.4765625,0.666666667,2,1.057006836
0.010704041,1.641601563,2,2,1.266113281
0.014701843,1.666992188,1.333333333,2,0.959991455
0.005252838,1.8671875,1.333333333,1,0.981994629
0.012130737,1.767578125,2,2,1.198974609
0.008628845,1.500976563,2,2,0.973999023
0.009002686,1.883789063,2,2,0.941009521
0.006816864,1.671875,1.333333333,2,0.970993042
0.010421753,1.500976563,2,2,0.973007202
0.01272583,1.883789063,2,2,0.954986572
0.011207581,1.71484375,2,2,0.929992676
0.013725281,0,2,1,0.941009521
0.011711121,1.705078125,2,2,1.024002075
0.008842468,1.883789063,2,2,0.945007324
0.008056641,2,1.333333333,2,1.024002075
0.009666443,0,0,2,0.986000061
0.01134491,1.435546875,2,2,1.312011719
0.007614136,2,1.333333333,1,1.036010742
0.011100769,1.46484375,2,1,1.314941406
0.009765625,0,2,2,1.070983887
0.009658813,1.6640625,2,2,1.032989502
0.01259613,1.686523438,2,1,1.058013916
0.00831604,1.572265625,1.333333333,2,0.995998383
0.042236328,1.293945313,2,2,1.311035156
0.017730713,1.71484375,2,1,0.993999481
0.008415222,1.883789063,2,2,0.942993164
0.019424438,1.515625,0.666666667,2,1.065002441
0.023147583,1.0859375,2,2,1.098022461
0.008407593,2,2,2,1.083984375
0.02015686,1.413085938,2,2,1.298095703
0.011756897,1.813476563,1.333333333,1,0.941986084
0.006221771,1.435546875,2,2,0.989997864
0.011001587,1.375976563,2,2,0.955993652
0.009796143,1.501953125,2,1,0.979003906
0.009147644,1.58984375,2,2,0.966003418
0.008010864,1.73046875,1.333333333,2,0.942993164
0.017379761,1.813476563,1.333333333,2,0.970001221
0.013175964,1.280273438,2,1,1
0.025466919,2,2,2,1.379882813
0.012001038,1.916992188,0.666666667,2,0.958007813
0.010757446,1.375976563,1.333333333,2,1.072021484
0.019500732,1.772460938,2,2,1.124023438
0.015068054,1.673828125,0.666666667,2,1.080993652
0.01234436,2,2,2,1.333984375
0.023406982,1.627929688,1.333333333,2,0.95401001
0.01991272,1.641601563,1.333333333,1,1.151977539
0.015449524,2,2,2,1.249023438
0.015670776,2,2,2,0.995998383
0.006946564,1.666992188,2,2,0.942993164
0.014976501,1.698242188,0.666666667,2,0.944000244
0.01739502,1.7734375,1.333333333,2,1.032012939
0.009513855,1.434570313,2,2,1.011001587
0.014289856,1.390625,0.666666667,2,1.026992798
0.005458832,1.916992188,2,2,0.988998413
0.010925293,1.752929688,2,2,1.122009277
0.01663208,1.625976563,0,2,0.946990967
0.012641907,0,1.333333333,1,0.973007202
0.004436493,1.572265625,2,2,1.064025879
0.016693115,1.576171875,0.666666667,2,1.036010742
0.007255554,1.448242188,2,2,0.979995728
0.025131226,2,1.333333333,2,1.01499939
0.007888794,1.73046875,2,2,1.093994141
0.015525818,1.639648438,2,2,0.998999596
0.009346008,1.485351563,1.333333333,2,0.960998535
0.015296936,2,1.333333333,1,1.037994385
0.014480591,1.500976563,2,2,0.986000061
0.017166138,1.813476563,0.666666667,2,1.04598999
0.004520416,1.375976563,1.333333333,2,0.973007202
0.014839172,1.673828125,0.666666667,2,0.986999512
0.00957489,1.646484375,0.666666667,2,0.981994629
0.012023926,1.767578125,2,2,1.073974609
0.006397247,2,2,2,1.224975586
0.003702164,1.883789063,1.333333333,2,0.987998962
0.017608643,1.419921875,0.666666667,1,1.001000404
0.016967773,1.666992188,2,2,1.035003662
0.016540527,1.38671875,2,2,1.053985596
0.015556335,2,0.666666667,1,0.994998932
0.012031555,1.58984375,2,1,0.967010498
2,2,2,2,2
0.003515244,1.711914063,1.333333333,2,0.950012207
0.007720947,1.657226563,2,2,1.128051758
0.021392822,1.2265625,2,2,1.208007813
0.016723633,1.58984375,1.333333333,2,0.987998962
0.013526917,2,2,2,1.282958984
0.009246826,1.500976563,2,2,1.140014648
0.017181396,2,2,2,1.078979492
0.015083313,1.4765625,1.333333333,2,0.989997864
0.012870789,1.84765625,2,1,1.080993652
0.02897644,2,2,2,1.196044922
0.007369995,0,0,2,0.977996826
0.114440918,1.638671875,1.333333333,1,0.940002441
0.007217407,1.725585938,1.333333333,2,0.977996826
0.004741669,1.711914063,1.333333333,2,0.986000061
0.003278732,1.711914063,1.333333333,2,0.929016113
0.007408142,1.711914063,2,2,1.175048828
0.003873825,1.711914063,1.333333333,1,1.21105957
0.009803772,1.239257813,1.333333333,2,0.909973145
0.00818634,1.711914063,2,2,1.064025879
0.011116028,1.711914063,2,2,1.272949219
0.004489899,1.85546875,1.333333333,1,1.09197998
0.003620148,1.745117188,1.333333333,2,1.049987793
0.004146576,1.872070313,1.333333333,2,1.088012695
0.00982666,1.711914063,2,2,1.244018555
0.002735138,1.805664063,2,1,1.269042969
0.011184692,1.588867188,1.333333333,2,1.133056641
0.013267517,1.515625,1.333333333,2,0.913024902
0.003614426,1.711914063,1.333333333,2,0.926025391
0.009544373,1.783203125,2,2,1.197998047
0.004074097,1.515625,1.333333333,2,0.906982422
0.00750351,1.711914063,1.333333333,2,0.916015625
0.005111694,1.711914063,1.333333333,2,0.905029297
0.005084991,0,1.333333333,1,0.922973633
0.005599976,1.874023438,1.333333333,2,1.041992188
0.006908417,1.711914063,1.333333333,2,0.922973633
0.003316879,1.711914063,2,2,1.257080078
0.00343132,0,0.666666667,2,1.155029297
0.007629395,1.655273438,1.333333333,2,0.983001709
0.005222321,1.711914063,2,1,1.241943359
0.006202698,1.651367188,1.333333333,1,1.058013916
0.004528046,0,1.333333333,2,0.929992676
0.002189636,1.872070313,1.333333333,2,1.059997559
0.005393982,1.872070313,1.333333333,1,1.041992188
0.008331299,1.583984375,2,2,1.094970703
0.019515991,1.6015625,1.333333333,2,1.027999878
0.011268616,1.711914063,1.333333333,1,1.086975098
0.001485825,1.711914063,1.333333333,2,0.955993652
0.004184723,1.598632813,1.333333333,2,1.078979492
0.004829407,1.55078125,1.333333333,2,0.973999023
0.011505127,1.711914063,1.333333333,2,1.075012207
0.003837585,1.607421875,1.333333333,2,1.035003662
0.006813049,1.711914063,2,1,1.206054688
0.001228333,1.711914063,1.333333333,2,0.934020996
0.005153656,1.239257813,1.333333333,2,0.882019043
0.005008698,1.711914063,1.333333333,1,0.92199707
0.004360199,1.5859375,1.333333333,2,1.011001587
0.001363754,1.642578125,2,2,1.180053711
0.013725281,1.711914063,2,2,1.267089844
0.004970551,1.5859375,1.333333333,1,0.926025391
0.00566864,1.711914063,1.333333333,2,1.027999878
0.007724762,1.745117188,1.333333333,2,1.135986328
0.002439499,1.239257813,2,2,1.032012939
0.005725861,1.588867188,1.333333333,2,1.101989746
0.002054214,1.739257813,1.333333333,2,1.136962891
0.005104065,1.711914063,1.333333333,2,0.950012207
0.013374329,1.84765625,2,2,1.394042969
0.00932312,1.872070313,2,1,1.086975098
0.011146545,1.711914063,1.333333333,2,1.024002075
0.012756348,1.711914063,1.333333333,2,0.983001709
0.004943848,1.711914063,1.333333333,2,1.052001953
0.006752014,1.796875,1.333333333,2,1.199951172
0.003154755,1.739257813,2,2,1.086975098
0.005226135,1.711914063,1.333333333,2,0.932006836
0.001757622,1.711914063,1.333333333,2,1.04901123
0.005332947,1.745117188,1.333333333,2,0.991996765
0.009757996,1.772460938,1.333333333,2,0.986000061
0.00548172,1.515625,0.666666667,2,1.145019531
0.007232666,0,2,1,1.088012695
0.000272989,1.583984375,1.333333333,2,1.104980469
0.023391724,1.92578125,1.333333333,2,1.193969727
0.007160187,1.502929688,1.333333333,2,1.107971191
0.008888245,1.711914063,2,2,1.031005859
0.006004333,1.752929688,1.333333333,2,1.044006348
0.008773804,1.588867188,1.333333333,2,0.898010254
0.004985809,1.711914063,2,2,1.067993164
0.004001617,1.711914063,2,1,0.981002808
0.005867004,1.515625,1.333333333,2,0.970993042
0.004837036,1.711914063,1.333333333,2,1.026992798
0.001989365,1.239257813,2,2,1.151977539
0.009819031,1.739257813,1.333333333,2,1.16394043
0.007354736,1.841796875,1.333333333,2,1.147949219
0.009269714,1.588867188,1.333333333,2,1.037994385
0.019256592,1.711914063,1.333333333,2,1.088012695
0,1.711914063,2,2,1.057006836
0.004154205,1.92578125,1.333333333,1,1.112976074
0.009506226,1.711914063,1.333333333,2,1.218994141
0.002952576,1.711914063,1.333333333,2,0.941986084
0.004379272,1.711914063,1.333333333,1,1.070983887
0.013183594,1.5859375,1.333333333,1,1.036010742
0.003515244,1.711914063,1.333333333,2,0.950012207
2,2,2,2,2
0.012001038,1.768554688,1.333333333,2,1.040985107
0.017776489,1.711914063,1.333333333,2,1.061004639
0.009086609,1.5859375,2,2,1.109985352
0.009780884,1.711914063,1.333333333,2,1.070007324
0.0103302,1.515625,1.333333333,2,1.149047852
0.007957458,1.711914063,1.333333333,2,0.967010498
0.006290436,1.745117188,2,2,1.156982422
0.003986359,1.752929688,1.333333333,1,1.054992676
0.007209778,1.711914063,1.333333333,2,1.029998779
0.00554657,0,0.666666667,2,1.152954102
0.00806427,1.92578125,2,1,1.130004883
0.003681183,1.776367188,2,2,1.058990479
0.012931824,1.662109375,2,2,1.024993896
0.000374556,1.662109375,2,2,1.044006348
0.002637863,1.657226563,1.333333333,2,1.136962891
0.001928329,1.657226563,0.666666667,1,1.059997559
0.003576279,1.504882813,2,2,1.070007324
0.001460075,1.662109375,1.333333333,2,0.975006104
0.007709503,1.825195313,1.333333333,2,1.085998535
0.001181602,1.900390625,2,1,1.098022461
0.004802704,1.76171875,0.666666667,2,1.104980469
0.002979279,1.866210938,2,2,1.20703125
0.002470016,1.76171875,1.333333333,2,1.020996094
0.004394531,1.796875,1.333333333,1,1.004001617
0.003421783,1.392578125,2,2,1.07598877
0.006134033,1.583984375,2,2,0.935974121
0.013763428,1.662109375,2,2,0.996999741
0.003168106,1.951171875,1.333333333,2,0.981002808
0.003519058,1.583984375,2,2,0.937988281
0.006214142,1.662109375,2,2,0.993000031
0.002977371,1.765625,2,2,0.991996765
0.004787445,0,2,1,0.987998962
0.005302429,1.866210938,2,2,1.054992676
0.000813007,1.662109375,2,2,0.993000031
0.00021565,1.657226563,1.333333333,2,1.057006836
0.001764297,0,0,2,1.04598999
0.006855011,1.763671875,2,2,1.170043945
0.004714966,1.657226563,1.333333333,1,1.067993164
0.002658844,1.641601563,2,1,1.154052734
0.005775452,0,2,2,0.993000031
0.004146576,1.870117188,2,2,1.093017578
0.003040314,1.834960938,2,1,1.067016602
0.008232117,1.674804688,1.333333333,2,1.024993896
0.012573242,1.64453125,2,2,1.125
0.003322601,1.765625,2,1,0.991996765
0.001667023,1.662109375,2,2,1.013999939
0.003408432,1.686523438,0.666666667,2,1.04800415
0.008705139,1.486328125,2,2,1.146972656
0.005023956,1.657226563,2,2,1.096008301
0.006961823,1.866210938,2,2,1.151977539
0.005786896,1.657226563,1.333333333,1,1.009002686
0.000195265,1.657226563,2,2,0.986000061
0.003498077,1.504882813,2,2,0.975997925
0.000885963,1.662109375,2,1,0.977996826
0.002386093,1.674804688,2,2,1.016998291
0.002746582,1.58203125,1.333333333,2,0.972000122
0.007049561,1.657226563,1.333333333,2,0.970001221
0.002176285,1.634765625,2,1,0.977996826
0.003290176,1.657226563,2,2,1.165039063
0.005764008,1.6640625,0.666666667,2,1.040008545
0.002550125,1.504882813,1.333333333,2,1.059997559
0.007564545,1.392578125,2,2,1.134033203
0.005374908,1.76171875,0.666666667,2,1.065979004
0.004306793,1.657226563,2,2,1.12902832
0.005870819,1.866210938,1.333333333,2,0.970993042
0.003221512,1.866210938,1.333333333,1,1.116027832
0.000617981,1.657226563,2,2,1.181030273
0.003303528,1.657226563,2,2,1.031005859
0.003562927,1.76171875,2,2,0.981994629
0.006118774,1.787109375,0.666666667,2,0.973999023
0.002063751,1.657226563,1.333333333,2,1.020996094
0.004810333,1.76171875,2,2,0.970001221
0.002477646,1.657226563,0.666666667,2,1.055999756
0.003515244,1.6640625,2,2,1.090026855
0.003219604,1.874023438,2,2,1.112976074
0.00343895,1.397460938,0,2,1.036010742
0.00223732,0,1.333333333,1,1.070983887
0,1.674804688,2,2,1.151977539
0.00548172,1.866210938,0.666666667,2,1.031005859
0.003885269,1.69140625,2,2,1.013000488
0.013618469,1.657226563,1.333333333,2,1.054992676
0.00598526,1.76171875,2,2,1.116027832
0.008216858,1.590820313,2,2,1.039001465
0.003126144,1.662109375,1.333333333,2,1.006000519
0.002468109,1.657226563,1.333333333,1,1.027999878
0.006404877,1.583984375,2,2,1.013999939
0.003828049,1.657226563,0.666666667,2,1.078979492
0.001704216,1.504882813,1.333333333,2,0.977996826
0.003700256,1.76171875,0.666666667,2,0.955993652
0.006626129,1.8046875,0.666666667,2,0.963012695
0.008178711,1.392578125,2,2,1.018997192
0.00831604,1.657226563,2,2,1.08001709
0,1.662109375,1.333333333,2,1.040985107
0.005058289,1.76171875,0.666666667,1,1.027999878
0.003833771,1.76171875,2,2,1.013000488
0.003660202,1.76171875,2,2,1.050994873
0.004085541,1.657226563,0.666666667,1,1.04699707
0.001970291,1.674804688,2,1,0.977996826
0.007720947,1.657226563,2,2,1.128051758
0.012001038,1.768554688,1.333333333,2,1.040985107
2,2,2,2,2
0.013656616,1.76171875,2,2,1.098022461
0.004753113,1.674804688,1.333333333,2,1.035003662
0.00440979,1.657226563,2,2,1.149047852
0.013267517,1.583984375,2,2,1.006000519
0.007614136,1.657226563,2,2,1.099975586
0.003705978,1.76171875,1.333333333,2,0.977996826
0.048797607,1.657226563,2,1,1.101989746
0.00643158,1.657226563,2,2,1.057006836
0.00195694,0,0,2,1.044006348
0.002985001,1.76171875,1.333333333,1,0.932006836
0.020263672,1.284179688,2,2,1.032989502
0.013275146,1.2265625,2,2,1.008003235
0.012069702,1.841796875,2,2,0.977005005
0.014701843,1.2265625,1.333333333,2,1.142944336
0.019302368,1.2265625,0.666666667,1,1.142944336
0.014625549,1.172851563,2,2,1.005001068
0.005706787,1.2265625,1.333333333,2,0.970001221
0.019317627,1.434570313,1.333333333,2,1.161987305
0.007297516,1.774414063,2,1,1.052001953
0.008270264,1.940429688,0.666666667,2,1.073974609
0.010383606,1.434570313,2,2,1.234985352
0.014923096,1.434570313,1.333333333,2,1.040008545
0.005737305,1.298828125,1.333333333,1,1.106994629
0.017196655,1.077148438,2,2,1.20703125
0.008010864,1.284179688,2,2,0.95401001
0.009017944,1.2265625,2,2,0.962005615
0.008300781,1.776367188,1.333333333,2,0.996999741
0.010414124,1.284179688,2,2,0.963012695
0.007881165,1.2265625,2,2,0.935974121
0.011436462,1.434570313,2,2,0.941986084
0.012031555,0,2,1,0.964996338
0.011917114,1.80859375,2,2,1.033996582
0.009635925,1.2265625,2,2,0.95098877
0.010131836,1.2265625,1.333333333,2,1.086975098
0.009841919,0,0,2,1.01600647
0.008659363,1.23046875,2,2,1.225952148
0.007667542,1.2265625,1.333333333,1,1.096008301
0.009750366,0.977539063,2,1,1.279052734
0.011795044,0,2,2,0.979995728
0.006591797,1.788085938,2,2,1.064025879
0.010398865,1.686523438,2,1,1.031005859
0.021408081,1.32421875,1.333333333,2,0.993000031
0.027618408,1.873046875,2,2,1.209960938
0.017745972,1.434570313,2,1,1.065002441
0.014083862,1.2265625,2,2,0.934997559
0.01675415,1.805664063,0.666666667,2,1.117004395
0.013717651,1.717773438,2,2,1.006000519
0.016738892,1.2265625,2,2,1.159057617
0.017044067,1.799804688,2,2,1.238037109
0.010017395,1.2265625,1.333333333,1,1.022003174
0.005908966,1.860351563,2,2,0.945007324
0.011314392,1.172851563,2,2,0.901000977
0.003520966,1.841796875,2,1,0.945007324
0.010108948,1.331054688,2,2,0.95098877
0.011306763,1.203125,1.333333333,2,1.013000488
0.03112793,1.2265625,1.333333333,2,1.083984375
0.01272583,1.860351563,2,1,0.95300293
0.013938904,1.2265625,2,2,1.224975586
0.014709473,1.2578125,0.666666667,2,1.032989502
0.010566711,1.172851563,1.333333333,2,1.04800415
0.016159058,1.077148438,2,2,1.17199707
0.022918701,1.830078125,0.666666667,2,1.134033203
0.013557434,1.2265625,2,2,1.117980957
0.011047363,1.731445313,1.333333333,2,1.067993164
0.022842407,1.434570313,1.333333333,1,1.12298584
0.020523071,1.2265625,2,2,1.218994141
0.014907837,1.2265625,2,2,1.002000809
0.012420654,1.434570313,2,2,1.040985107
0.020233154,1.787109375,0.666666667,2,1.009002686
0.010353088,1.23046875,1.333333333,2,1.04699707
0.013465881,1.8984375,2,2,0.946990967
0.008735657,1.791992188,0.666666667,2,1.109985352
0.01146698,1.2578125,2,2,1.002000809
0.020126343,1.909179688,2,2,1.091003418
0.013458252,0.998535156,0,2,1.002000809
0.007541656,0,1.333333333,1,1.061004639
0.003149033,1.32421875,2,2,1.137939453
0.019485474,1.732421875,0.666666667,2,1.055999756
0.010925293,1.834960938,2,2,0.988998413
