id,title,similar_movies,similar_books
0-8681,Taken,"['0-8681', '0-162', '0-395992', '0-7220', '0-559', '0-1948', '0-215', '0-1949', '0-41733', '0-1930', '0-214', '0-1359', '0-591', '0-508', '0-557', '0-22804']","['1-328', '1-669', '1-788']"
0-308266,War Dogs,"['0-308266', '0-187', '0-107', '0-13053', '0-44912', '0-671', '0-6479', '0-1597', '0-676', '0-13223']","['1-582', '1-199', '1-60', '1-594', '1-295', '1-598', '1-2', '1-18', '1-286']"
0-652,Troy,"['0-652', '0-1966', '0-76163', '0-1271', '0-214', '0-44912', '0-7278', '0-1734', '0-9806', '0-36648']","['1-341', '1-760', '1-175', '1-294', '1-39', '1-135', '1-110', '1-188', '1-746']"
0-1246,Rocky Balboa,"['0-1246', '0-1367', '0-1375', '0-1371', '0-1366', '0-594', '0-7278', '0-39254', '0-8456', '0-1726']","['1-645', '1-622', '1-543', '1-68', '1-504', '1-418', '1-656', '1-394', '1-384']"
0-7191,Cloverfield,"['0-7191', '0-44214', '0-402', '0-38365', '0-75656', '0-46195', '0-74', '0-8321', '0-6466', '0-44943', '0-855', '0-254']","['1-693', '1-57', '1-84', '1-754', '1-273', '1-46', '1-266']"
0-7518,Over the Hedge,"['0-7518', '0-782', '0-1538', '0-80321', '0-680', '0-244786', '0-71672', '0-35019', '0-425', '0-950', '0-10527']","['1-405', '1-408', '1-14', '1-388', '1-45', '1-104', '1-398', '1-46']"
0-4011,Beetlejuice,"['0-4011', '0-41630', '0-9479', '0-36955', '0-415', '0-2978', '0-2668', '0-745', '0-9552', '0-772']","['1-225', '1-117', '1-730', '1-736', '1-461', '1-37', '1-126', '1-335', '1-48']"
0-12405,Slumdog Millionaire,"['0-12405', '0-10661', '0-322', '0-4108', '0-7453', '0-4922', '0-118', '0-787', '0-3981']","['1-723', '1-337', '1-779', '1-504', '1-515', '1-124', '1-39', '1-135', '1-416', '1-137']"
0-89,Indiana Jones and the Last Crusade,"['0-89', '0-87', '0-762', '0-14574', '0-534', '0-217', '0-73', '0-578', '0-18', '0-6114', '0-591']","['1-493', '1-627', '1-38', '1-26', '1-401', '1-494', '1-284', '1-602']"
0-2454,The Chronicles of Narnia: Prince Caspian,"['0-2454', '0-411', '0-10140', '0-41733', '0-559', '0-1930', '0-557', '0-7220', '0-240832', '0-58595']","['1-347', '1-292', '1-37', '1-641', '1-602', '1-328', '1-332', '1-542', '1-241']"
0-96721,Rush,"['0-96721', '0-263115', '0-4133', '0-61791', '0-64688', '0-1949', '0-550', '0-272', '0-1538', '0-9335', '0-180', '0-18785']","['1-196', '1-342', '1-400', '1-788', '1-140', '1-383', '1-441']"
0-114150,Pitch Perfect,"['0-114150', '0-8619', '0-1586', '0-1250', '0-1584', '0-72331', '0-2770', '0-11932', '0-1493', '0-20352']","['1-665', '1-394', '1-196', '1-369', '1-259', '1-494', '1-234', '1-557', '1-660']"
0-107,Snatch,"['0-107', '0-41154', '0-111', '0-23168', '0-1375', '0-4133', '0-18785', '0-1371', '0-298', '0-308266', '0-64690', '0-39254', '0-7220', '0-388']","['1-268', '1-631', '1-207', '1-408', '1-660']"
0-1368,First Blood,"['0-1368', '0-1573', '0-33', '0-28', '0-106', '0-111', '0-941', '0-1572', '0-600', '0-11474', '0-857', '0-409', '0-792']","['1-255', '1-633', '1-155', '1-66', '1-225', '1-493']"
0-9480,Daredevil,"['0-9480', '0-76726', '0-36643', '0-49047', '0-2059', '0-3131', '0-557', '0-1930', '0-559', '0-27578', '0-1903', '0-297762', '0-155', '0-6637']","['1-328', '1-123', '1-176', '1-165', '1-675']"
0-103,Taxi Driver,"['0-103', '0-64690', '0-813', '0-137', '0-1366', '0-185', '0-680', '0-311', '0-627', '0-13']","['1-173', '1-672', '1-130', '1-55', '1-48', '1-715', '1-245', '1-59', '1-386']"
0-86834,Noah,"['0-86834', '0-11036', '0-4638', '0-557', '0-35019', '0-315837', '0-950', '0-6947', '0-57201']","['1-504', '1-693', '1-44', '1-553', '1-57', '1-140', '1-499', '1-691', '1-283', '1-134']"
0-1487,Hellboy,"['0-1487', '0-38050', '0-297762', '0-124905', '0-1493', '0-59967', '0-217', '0-16869', '0-7220', '0-2253']","['1-295', '1-340', '1-123', '1-510', '1-266', '1-722', '1-665', '1-515', '1-648']"
0-630,The Wizard of Oz,"['0-630', '0-770', '0-408', '0-411', '0-1585', '0-289', '0-15']","['1-346', '1-248', '1-576', '1-597', '1-341', '1-529', '1-478', '1-479', '1-79', '1-714', '1-772', '1-154']"
0-196,Back to the Future Part III,"['0-196', '0-165', '0-105', '0-22970', '0-953', '0-920', '0-10527', '0-621', '0-600', '0-402', '0-13', '0-311', '0-37135', '0-817', '0-33']","['1-639', '1-669', '1-113', '1-255']"
0-10764,Quantum of Solace,"['0-10764', '0-36643', '0-36669', '0-710', '0-714', '0-36557', '0-238', '0-58595', '0-10201', '0-411']","['1-443', '1-207', '1-598', '1-407', '1-665', '1-543', '1-575', '1-82', '1-388']"
0-1538,Collateral,"['0-1538', '0-782', '0-39254', '0-680', '0-311', '0-7518', '0-244786', '0-8456', '0-71672', '0-954', '0-35019', '0-11430', '0-745', '0-68724', '0-4108']","['1-102', '1-243', '1-703', '1-309']"
0-64682,The Great Gatsby,"['0-64682', '0-402', '0-3981', '0-4922', '0-1593', '0-44912', '0-19913', '0-9388', '0-82690', '0-395992', '0-10193']","['1-5', '1-124', '1-119', '1-515', '1-609', '1-118', '1-553', '1-604']"
0-207,Dead Poets Society,"['0-207', '0-13885', '0-380', '0-4232', '0-2105', '0-73', '0-621']","['1-287', '1-271', '1-178', '1-28', '1-225', '1-265', '1-85', '1-158', '1-237', '1-55', '1-606', '1-425']"
0-268,Batman,"['0-268', '0-364', '0-414', '0-415', '0-155', '0-49026', '0-272', '0-578', '0-762', '0-603', '0-1924', '0-409', '0-36643', '0-686']","['1-444', '1-225', '1-593', '1-168', '1-672']"
0-257211,The Intern,"['0-257211', '0-39513', '0-9476', '0-497', '0-1359', '0-44833', '0-4247']","['1-243', '1-457', '1-488', '1-111', '1-622', '1-126', '1-354', '1-504', '1-309', '1-490', '1-78', '1-212']"
0-77,Memento,"['0-77', '0-322', '0-57214', '0-644', '0-72105', '0-534', '0-214', '0-36557', '0-296', '0-215', '0-22804']","['1-768', '1-572', '1-340', '1-516', '1-325', '1-488', '1-428', '1-383']"
0-1271,300,"['0-1271', '0-7278', '0-1966', '0-652', '0-122', '0-1734', '0-2454', '0-855', '0-616', '0-1495', '0-121', '0-12437', '0-297762']","['1-39', '1-135', '1-110', '1-165', '1-342', '1-214']"
0-37799,The Social Network,"['0-37799', '0-634', '0-322', '0-489', '0-508', '0-263115', '0-7551', '0-10138', '0-8247', '0-674', '0-767']","['1-340', '1-788', '1-349', '1-196', '1-419', '1-309', '1-246', '1-369']"
0-9476,A Knight's Tale,"['0-9476', '0-22804', '0-834', '0-257211', '0-58595', '0-674', '0-20662', '0-587', '0-72331', '0-8456', '0-206647']","['1-424', '1-142', '1-249', '1-642', '1-232', '1-575', '1-24', '1-259']"
0-9502,Kung Fu Panda,"['0-9502', '0-10191', '0-2310', '0-808', '0-674', '0-9476']","['1-355', '1-461', '1-482', '1-345', '1-53', '1-648', '1-722', '1-528', '1-588', '1-110', '1-447', '1-431', '1-330']"
0-289,Casablanca,"['0-289', '0-1734', '0-770', '0-15', '0-1585', '0-630', '0-408']","['1-772', '1-576', '1-597', '1-479', '1-341', '1-478', '1-714', '1-248', '1-529', '1-79', '1-154', '1-29']"
0-49849,Cowboys & Aliens,"['0-49849', '0-8456', '0-19995', '0-4442', '0-14564', '0-13186', '0-44833', '0-395', '0-17654']","['1-295', '1-86', '1-263', '1-232', '1-725', '1-264', '1-431', '1-757', '1-175', '1-41']"
0-10674,Mulan,"['0-10674', '0-792', '0-581', '0-28', '0-11932', '0-857', '0-424']","['1-126', '1-410', '1-789', '1-161', '1-386', '1-284', '1-80', '1-633', '1-395', '1-66', '1-542', '1-734']"
0-640,Catch Me If You Can,"['0-640', '0-109445', '0-10591', '0-1930', '0-49013']","['1-234', '1-369', '1-328', '1-591', '1-584', '1-564', '1-120', '1-416', '1-295', '1-147', '1-578', '1-656', '1-68', '1-184']"
0-426,Vertigo,"['0-426', '0-8844', '0-62']","['1-205', '1-109', '1-95', '1-485', '1-706', '1-177', '1-518', '1-103', '1-5', '1-614', '1-204', '1-43', '1-618', '1-76', '1-446', '1-778']"
0-36955,True Lies,"['0-36955', '0-671', '0-675', '0-672', '0-767', '0-673', '0-674', '0-8321', '0-95', '0-8966', '0-559']","['1-2', '1-21', '1-24', '1-23', '1-18', '1-27', '1-479', '1-693']"
0-10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,"['0-10140', '0-411', '0-2454', '0-240832', '0-285', '0-5876', '0-22', '0-23483', '0-10191']","['1-292', '1-602', '1-37', '1-641', '1-347', '1-332', '1-135', '1-39', '1-53', '1-345']"
0-18360,Night at the Museum: Battle of the Smithsonian,"['0-18360', '0-1593', '0-72331', '0-594', '0-1272', '0-297762', '0-4133', '0-10555']","['1-652', '1-214', '1-338', '1-526', '1-45', '1-326', '1-484', '1-467', '1-370', '1-185', '1-322']"
0-3131,Gangs of New York,"['0-3131', '0-254', '0-257344', '0-163', '0-693', '0-142', '0-277', '0-58', '0-22', '0-9480', '0-587']","['1-6', '1-124', '1-142', '1-640', '1-41', '1-368', '1-175', '1-675']"
0-489,Good Will Hunting,"['0-489', '0-322', '0-37799', '0-7551', '0-497', '0-2105', '0-105', '0-207', '0-754', '0-4232']","['1-225', '1-85', '1-265', '1-321', '1-317', '1-32', '1-271', '1-670', '1-287']"
0-217,Indiana Jones and the Kingdom of the Crystal Skull,"['0-217', '0-285', '0-58', '0-97020', '0-44833', '0-24428', '0-89', '0-1771', '0-72105', '0-634', '0-41154', '0-395', '0-296']","['1-288', '1-494', '1-38', '1-660', '1-725', '1-665']"
0-1495,Kingdom of Heaven,"['0-1495', '0-7551', '0-20662', '0-9477', '0-333484', '0-39513', '0-45269', '0-7220', '0-652']","['1-762', '1-575', '1-39', '1-110', '1-135', '1-142', '1-165', '1-746', '1-188', '1-322']"
0-408,Snow White and the Seven Dwarfs,"['0-408', '0-58595', '0-15', '0-630', '0-770', '0-1585']","['1-248', '1-229', '1-257', '1-529', '1-479', '1-597', '1-478', '1-341', '1-125', '1-772', '1-79', '1-714', '1-353']"
0-1250,Ghost Rider,"['0-1250', '0-772', '0-2770', '0-14160', '0-608', '0-2105', '0-924', '0-44943', '0-23629', '0-6947', '0-18785', '0-64690', '0-5915', '0-38365', '0-8273', '0-38050']","['1-711', '1-369', '1-707']"
0-539,Psycho,"['0-539', '0-389']","['1-489', '1-194', '1-180', '1-357', '1-177', '1-498', '1-485', '1-5', '1-172', '1-402', '1-83', '1-109', '1-103', '1-601', '1-782', '1-76', '1-618']"
0-23483,Kick-Ass,"['0-23483', '0-322', '0-6477', '0-534', '0-7220', '0-27205', '0-5876', '0-27582', '0-2252', '0-39513', '0-10140', '0-9335', '0-1948', '0-155', '0-8960']","['1-616', '1-441', '1-288', '1-409']"
0-254,King Kong,"['0-254', '0-257344', '0-3131', '0-22', '0-693', '0-58', '0-321612', '0-7191', '0-142', '0-44833', '0-1995', '0-1865', '0-869']","['1-588', '1-124', '1-640', '1-249', '1-660', '1-239']"
0-65754,The Girl with the Dragon Tattoo,"['0-65754', '0-644', '0-508', '0-388', '0-11615', '0-298', '0-1949', '0-1359', '0-4133']","['1-16', '1-98', '1-140', '1-209', '1-241', '1-400', '1-123', '1-356', '1-729', '1-328']"
0-10191,How to Train Your Dragon,"['0-10191', '0-36557', '0-9502', '0-2310', '0-333484', '0-808', '0-6947', '0-98']","['1-326', '1-345', '1-648', '1-53', '1-447', '1-39', '1-135', '1-528', '1-110', '1-431', '1-330']"
0-389,12 Angry Men,"['0-389', '0-567', '0-539']","['1-485', '1-177', '1-545', '1-614', '1-257', '1-671', '1-229', '1-446', '1-71', '1-180', '1-718', '1-361', '1-109', '1-194', '1-618', '1-172']"
0-13,Forrest Gump,"['0-13', '0-792', '0-5176', '0-600', '0-2105']","['1-321', '1-476', '1-297', '1-633', '1-549', '1-670', '1-715', '1-271', '1-386', '1-593', '1-55', '1-245', '1-265', '1-85']"
0-634,Bridget Jones's Diary,"['0-634', '0-37799', '0-71672', '0-508', '0-215', '0-38365', '0-8247', '0-2770', '0-16869', '0-10138', '0-8363']","['1-120', '1-258', '1-600', '1-340', '1-788', '1-349', '1-309', '1-419']"
0-9487,A Bug's Life,"['0-9487', '0-679', '0-581', '0-11474', '0-1934', '0-8077', '0-364', '0-414', '0-9479']","['1-738', '1-606', '1-593', '1-311', '1-284', '1-386', '1-245', '1-28', '1-66', '1-173']"
0-37165,The Truman Show,"['0-37165', '0-95', '0-603', '0-348', '0-9479', '0-568']","['1-577', '1-593', '1-55', '1-335', '1-255', '1-292', '1-386', '1-130', '1-225', '1-715', '1-168', '1-48', '1-13']"
0-5255,The Polar Express,"['0-5255', '0-9479', '0-118', '0-508', '0-45612', '0-4547', '0-5176', '0-17431', '0-11249']","['1-626', '1-104', '1-416', '1-705', '1-284', '1-788', '1-300', '1-504', '1-340', '1-645']"
0-71672,Wrong Turn 4: Bloody Beginnings,"['0-71672', '0-634', '0-13186', '0-59967', '0-1538', '0-218', '0-534', '0-782', '0-23823', '0-11324', '0-8456', '0-215']","['1-540', '1-645', '1-137', '1-703', '1-463', '1-628', '1-68']"
0-2770,American Pie 2,"['0-2770', '0-8273', '0-2105', '0-1250', '0-772', '0-162', '0-320', '0-954', '0-14160', '0-8363', '0-5876']","['1-58', '1-293', '1-441', '1-571', '1-557', '1-516', '1-325', '1-407']"
0-49519,The Croods,"['0-49519', '0-14836', '0-7551', '0-27205', '0-1272']","['1-480', '1-453', '1-330', '1-282', '1-227', '1-520', '1-115', '1-745', '1-603', '1-382', '1-496', '1-354', '1-504', '1-78']"
0-601,E.T. the Extra-Terrestrial,"['0-601', '0-948', '0-348', '0-238', '0-8077', '0-8078', '0-679', '0-44833', '0-106', '0-2675', '0-49849', '0-686', '0-9479', '0-10386', '0-862']","['1-504', '1-371', '1-503', '1-265']"
0-956,Mission: Impossible III,"['0-956', '0-41733', '0-954', '0-955', '0-6479', '0-57800', '0-98566', '0-8643']","['1-182', '1-221', '1-640', '1-13', '1-175', '1-275', '1-441', '1-545', '1-64', '1-325', '1-9']"
0-19908,Zombieland,"['0-19908', '0-924', '0-1584', '0-693', '0-11430', '0-20352', '0-6479', '0-37834', '0-2770', '0-88751', '0-49047']","['1-239', '1-557', '1-553', '1-522', '1-57', '1-132', '1-556', '1-408']"
0-298,Ocean's Thirteen,"['0-298', '0-161', '0-163', '0-388', '0-36557', '0-107', '0-184315', '0-20352', '0-36669', '0-8960', '0-591', '0-57214', '0-101299']","['1-123', '1-1', '1-660', '1-222', '1-17', '1-400']"
0-49013,Cars 2,"['0-49013', '0-920', '0-58595', '0-9679', '0-640', '0-49026', '0-39254', '0-1640', '0-10764', '0-2253', '0-35', '0-254', '0-45612', '0-8698']","['1-416', '1-283', '1-751', '1-243', '1-337']"
0-4638,Hot Fuzz,"['0-4638', '0-676', '0-163', '0-694', '0-621', '0-73', '0-86834', '0-2062', '0-98566', '0-8698', '0-333484', '0-4108']","['1-504', '1-72', '1-134', '1-322', '1-283', '1-743', '1-107']"
0-256591,Focus,"['0-256591', '0-1272', '0-423', '0-16869', '0-14836', '0-4922', '0-388', '0-11036', '0-64682']","['1-278', '1-733', '1-241', '1-300', '1-44', '1-132', '1-490', '1-729', '1-768', '1-239']"
0-8619,Master and Commander: The Far Side of the World,"['0-8619', '0-114150', '0-58', '0-22', '0-44833', '0-1865', '0-57800', '0-285', '0-16320', '0-49849', '0-8698', '0-608', '0-10140', '0-395']","['1-428', '1-151', '1-522', '1-599', '1-45']"
0-414,Batman Forever,"['0-414', '0-415', '0-268', '0-272', '0-49026', '0-155', '0-364', '0-310', '0-1927', '0-162', '0-762', '0-597', '0-754', '0-587', '0-817']","['1-310', '1-444', '1-72', '1-593']"
0-141,Donnie Darko,"['0-141', '0-9335', '0-4108', '0-278927', '0-285', '0-13387', '0-58', '0-22', '0-8273']","['1-179', '1-294', '1-394', '1-543', '1-137', '1-409', '1-465', '1-384', '1-685', '1-418']"
0-787,Mr. & Mrs. Smith,"['0-787', '0-72105', '0-534', '0-296', '0-214', '0-559', '0-557', '0-215', '0-605', '0-497', '0-20662', '0-663', '0-10195']","['1-43', '1-340', '1-325', '1-371', '1-488', '1-132']"
0-755,From Dusk Till Dawn,"['0-755', '0-8363', '0-36647', '0-296', '0-22538', '0-772', '0-927']","['1-46', '1-791', '1-52', '1-64', '1-205', '1-225', '1-176', '1-349', '1-266', '1-56', '1-575', '1-265']"
0-88751,Journey to the Center of the Earth,"['0-88751', '0-395', '0-254', '0-57800', '0-83542', '0-9806', '0-425', '0-855', '0-7453', '0-161']","['1-51', '1-337', '1-575', '1-627', '1-98', '1-135', '1-376', '1-266', '1-26']"
0-8077,Alien³,"['0-8077', '0-679', '0-8078', '0-348', '0-601', '0-106', '0-27582', '0-686', '0-70981', '0-44833', '0-49849', '0-395', '0-2675', '0-278', '0-73', '0-42684', '0-948']","['1-503', '1-731']"
0-13885,Sweeney Todd: The Demon Barber of Fleet Street,"['0-13885', '0-207', '0-411', '0-22538', '0-240832', '0-24428', '0-10140', '0-72331', '0-855', '0-2454', '0-4922', '0-64690']","['1-675', '1-781', '1-17', '1-499', '1-322', '1-705', '1-60']"
0-17654,District 9,"['0-17654', '0-44833', '0-49849', '0-395', '0-2675', '0-42684', '0-8078', '0-44943', '0-70981', '0-1562', '0-348', '0-74', '0-70160', '0-608', '0-1927']","['1-60', '1-9', '1-17', '1-174']"
0-278,The Shawshank Redemption,"['0-278', '0-350', '0-862', '0-10193', '0-863', '0-1562', '0-924', '0-73', '0-1375', '0-627', '0-8077', '0-11932', '0-948']","['1-675', '1-234', '1-173', '1-237', '1-129', '1-131']"
0-45269,The King's Speech,"['0-45269', '0-4133', '0-587', '0-162', '0-19995', '0-150689', '0-824']","['1-52', '1-440', '1-49', '1-39', '1-3', '1-691', '1-635', '1-135', '1-682', '1-165', '1-746', '1-110']"
0-4248,Scary Movie 2,"['0-4248', '0-4247', '0-8321', '0-74', '0-395992', '0-9693', '0-953', '0-10527', '0-8960', '0-80321', '0-322', '0-23823']","['1-336', '1-617', '1-370', '1-409', '1-57', '1-578', '1-703']"
0-36643,The World Is Not Enough,"['0-36643', '0-710', '0-10764', '0-36669', '0-714', '0-9480', '0-772', '0-9479', '0-1572', '0-9804', '0-95', '0-14', '0-36955', '0-562', '0-1573', '0-268', '0-280']","['1-715', '1-593']"
0-36647,Blade,"['0-36647', '0-36648', '0-36586', '0-755', '0-52520', '0-72331', '0-6114', '0-78']","['1-205', '1-349', '1-197', '1-624', '1-56', '1-652', '1-732', '1-730', '1-49', '1-312', '1-647']"
0-602,Independence Day,"['0-602', '0-694', '0-9479', '0-142', '0-693', '0-22', '0-377', '0-58', '0-792', '0-1865', '0-276907', '0-285']","['1-72', '1-124', '1-28', '1-640', '1-321', '1-311', '1-312']"
0-107985,The World's End,"['0-107985', '0-671', '0-14836', '0-38365', '0-855', '0-604', '0-1966', '0-4442', '0-256591']","['1-788', '1-515', '1-368', '1-322', '1-295', '1-784', '1-603', '1-416', '1-39', '1-135']"
0-1734,The Mummy Returns,"['0-1734', '0-282035', '0-185', '0-953', '0-10527', '0-80321', '0-44833', '0-23823', '0-676', '0-395']","['1-617', '1-173', '1-715', '1-39', '1-746', '1-135', '1-110', '1-691', '1-78']"
0-8698,The League of Extraordinary Gentlemen,"['0-8698', '0-12', '0-58574', '0-9738', '0-166424', '0-2062', '0-4638', '0-6114', '0-272', '0-411', '0-8619', '0-34544', '0-9654', '0-49026', '0-591', '0-27205']","['1-95', '1-699', '1-746']"
0-15,Citizen Kane,"['0-15', '0-348', '0-408', '0-1585', '0-770', '0-289', '0-630']","['1-370', '1-597', '1-576', '1-79', '1-341', '1-772', '1-478', '1-529', '1-714', '1-479', '1-353', '1-248']"
0-1903,Vanilla Sky,"['0-1903', '0-644', '0-8247', '0-38050', '0-5876', '0-1927', '0-52520', '0-70981', '0-508', '0-27205']","['1-111', '1-590', '1-187', '1-571', '1-198', '1-519', '1-683', '1-388', '1-336']"
0-9654,The Italian Job,"['0-9654', '0-27582', '0-39254', '0-380', '0-76726', '0-118', '0-924', '0-5176', '0-297762', '0-34544', '0-87502', '0-7453', '0-27205']","['1-68', '1-169', '1-675', '1-666', '1-271', '1-340']"
0-2567,The Aviator,"['0-2567', '0-184315', '0-1574', '0-87502', '0-11036', '0-4133', '0-4248', '0-111', '0-296', '0-308266', '0-85350', '0-44912', '0-508', '0-16869']","['1-575', '1-325', '1-480', '1-123', '1-557']"
0-57201,The Lone Ranger,"['0-57201', '0-285783', '0-253412', '0-6947', '0-855', '0-58595', '0-333484', '0-49849', '0-86834', '0-10140', '0-2675']","['1-453', '1-749', '1-660', '1-723', '1-31', '1-408', '1-429', '1-488']"
0-87502,Flight,"['0-87502', '0-62177', '0-27582', '0-9654', '0-855', '0-76726', '0-2567', '0-44943', '0-308266', '0-45612', '0-693']","['1-115', '1-745', '1-76', '1-723', '1-314', '1-169', '1-700', '1-124']"
0-1954,The Butterfly Effect,"['0-1954', '0-8363', '0-310', '0-45612', '0-2770', '0-277', '0-1927', '0-38365', '0-308266']","['1-38', '1-515', '1-295', '1-784', '1-304', '1-484', '1-729', '1-306', '1-328', '1-572']"
0-257344,Pixels,"['0-257344', '0-254', '0-3131', '0-82690', '0-605', '0-7191', '0-608', '0-166424', '0-1402', '0-9738', '0-42684', '0-808']","['1-516', '1-725', '1-486', '1-373', '1-640', '1-175', '1-41']"
0-35,The Simpsons Movie,"['0-35', '0-281957', '0-38365', '0-924', '0-5915', '0-10555', '0-2253', '0-49026', '0-59967', '0-1584', '0-557']","['1-441', '1-465', '1-275', '1-553', '1-77', '1-515', '1-388', '1-516']"
0-395,AVP: Alien vs. Predator,"['0-395', '0-8078', '0-49849', '0-44833', '0-17654', '0-2675', '0-42684', '0-44943', '0-70981', '0-679', '0-106', '0-74', '0-608', '0-1734', '0-19995', '0-297762']","['1-660', '1-73', '1-624']"
0-11631,Mamma Mia!,"['0-11631', '0-267935', '0-591', '0-462', '0-671', '0-675', '0-672']","['1-635', '1-556', '1-26', '1-373', '1-624', '1-493', '1-652', '1-436', '1-2', '1-21', '1-23', '1-18']"
0-285783,The Walk,"['0-285783', '0-57201', '0-4133', '0-425', '0-5915', '0-83542', '0-950', '0-2024', '0-72105']","['1-749', '1-488', '1-340', '1-732', '1-522', '1-239', '1-381', '1-408', '1-325', '1-591']"
0-23823,Wrong Turn 3: Left for Dead,"['0-23823', '0-185', '0-953', '0-10527', '0-80321', '0-44833', '0-13186', '0-1734', '0-5176', '0-71672', '0-3981', '0-924']","['1-617', '1-173', '1-715', '1-654', '1-183', '1-78', '1-653']"
0-1640,Crash,"['0-1640', '0-64690', '0-9679', '0-72331', '0-4247', '0-322', '0-12162', '0-49013', '0-4108', '0-5876', '0-2770', '0-924', '0-4248']","['1-578', '1-457', '1-640', '1-696', '1-167', '1-243']"
0-22832,Ninja Assassin,"['0-22832', '0-3933', '0-285', '0-98566', '0-10764', '0-36669', '0-591']","['1-39', '1-389', '1-135', '1-496', '1-480', '1-82', '1-628', '1-110', '1-188', '1-510', '1-368', '1-575']"
0-744,Top Gun,"['0-744', '0-380', '0-1878', '0-1573', '0-857', '0-714', '0-1375', '0-813', '0-1924', '0-402', '0-568', '0-417859', '0-207', '0-792']","['1-271', '1-158', '1-633', '1-621', '1-606']"
0-9693,Children of Men,"['0-9693', '0-4248', '0-869', '0-924', '0-2252']","['1-791', '1-258', '1-494', '1-239', '1-504', '1-175', '1-515', '1-151', '1-159', '1-436', '1-711', '1-153', '1-214', '1-665']"
0-415,Batman & Robin,"['0-415', '0-414', '0-49026', '0-268', '0-364', '0-272', '0-155', '0-6947', '0-762', '0-817', '0-4011', '0-686', '0-500', '0-8078']","['1-444', '1-487', '1-434', '1-178', '1-202']"
0-8078,Alien: Resurrection,"['0-8078', '0-8077', '0-679', '0-348', '0-395', '0-44833', '0-601', '0-49849', '0-17654', '0-1927', '0-42684', '0-2675', '0-18', '0-106', '0-70981', '0-95', '0-568']","['1-503', '1-54']"
0-388,Inside Man,"['0-388', '0-14160', '0-298', '0-591', '0-120', '0-1949', '0-8960', '0-58595', '0-64635', '0-11917', '0-65754', '0-4108', '0-76726']","['1-400', '1-26', '1-486', '1-453', '1-249', '1-86']"
0-676,Pearl Harbor,"['0-676', '0-694', '0-163', '0-621', '0-4638', '0-73', '0-98566', '0-282035', '0-1734', '0-855', '0-44833', '0-285', '0-27576', '0-308266']","['1-72', '1-409', '1-278', '1-733', '1-482']"
0-941,Lethal Weapon,"['0-941', '0-238', '0-948', '0-600', '0-2118', '0-856', '0-1573', '0-792', '0-627', '0-1368', '0-629', '0-106', '0-1924', '0-857']","['1-743', '1-593', '1-189', '1-715', '1-161']"
0-3933,Corpse Bride,"['0-3933', '0-8643', '0-9738', '0-166424', '0-350', '0-6637', '0-14564', '0-101299', '0-2270']","['1-484', '1-71', '1-450', '1-52', '1-732', '1-377', '1-418', '1-394', '1-176', '1-39']"
0-762,Monty Python and the Holy Grail,"['0-762', '0-9477', '0-89', '0-6114', '0-7453', '0-414', '0-415', '0-268', '0-7220', '0-10020']","['1-620', '1-54', '1-751', '1-337', '1-493', '1-618', '1-599', '1-28', '1-602']"
0-6114,Dracula,"['0-6114', '0-9477', '0-762', '0-7453', '0-411', '0-8698', '0-36647', '0-2668', '0-409']","['1-97', '1-457', '1-54', '1-751', '1-606', '1-37', '1-292', '1-337', '1-620', '1-347']"
0-581,Dances with Wolves,"['0-581', '0-9487', '0-10674', '0-792', '0-500']","['1-113', '1-28', '1-410', '1-386', '1-55', '1-395', '1-37', '1-66', '1-297', '1-161', '1-633', '1-681', '1-763', '1-270']"
0-9552,The Exorcist,"['0-9552', '0-1726', '0-1402', '0-857', '0-2105', '0-4011', '0-510', '0-679', '0-14', '0-207', '0-409']","['1-731', '1-714', '1-237', '1-425', '1-311', '1-349', '1-575', '1-621']"
0-622,The Ninth Gate,"['0-622', '0-10020', '0-694', '0-772', '0-2978', '0-2668']","['1-48', '1-339', '1-85', '1-265', '1-493', '1-405', '1-297', '1-606', '1-621', '1-90', '1-549', '1-130', '1-311']"
0-1493,Miss Congeniality,"['0-1493', '0-1574', '0-663', '0-38050', '0-101299', '0-64688', '0-215', '0-214', '0-4108', '0-9335', '0-5255', '0-3933', '0-41154', '0-508']","['1-268', '1-558', '1-184', '1-179', '1-631']"
0-600,Full Metal Jacket,"['0-600', '0-155', '0-792', '0-857', '0-196', '0-105', '0-679', '0-165', '0-44943', '0-13', '0-941', '0-28', '0-1368', '0-111']","['1-633', '1-14', '1-297', '1-395', '1-715']"
0-16320,Serenity,"['0-16320', '0-27205', '0-350', '0-608', '0-22', '0-7453', '0-8619', '0-285', '0-604']","['1-201', '1-599', '1-751', '1-309', '1-337', '1-78', '1-153', '1-51', '1-744', '1-665']"
0-3981,What Women Want,"['0-3981', '0-402', '0-64682', '0-1593', '0-5176', '0-10527', '0-953', '0-80321', '0-185', '0-44833', '0-23823']","['1-124', '1-455', '1-156', '1-5', '1-617', '1-119', '1-10', '1-173']"
0-8363,Superbad,"['0-8363', '0-1954', '0-755', '0-310', '0-59967', '0-680', '0-2770', '0-11917', '0-634', '0-22970', '0-4247', '0-50619']","['1-202', '1-88', '1-52', '1-221', '1-407', '1-234', '1-711']"
